Party,Handle,Tweet
Republican,RepJBridenstine,$150 billion ransom paid to release 4 Americans. Expect more hostages to be taken by terrorist regimes.
Republican,RepDaveJoyce,This week is #NationalTeacherAppreciationWeek! Many members of my family are all proud teachers. I thank you for th… https://t.co/QwMbFsrCzj
Democrat,RepVisclosky,Below is my statement in response to President Trump’s comments on the U.S. nuclear arsenal. https://t.co/AhYZfou9j5
Republican,RepJohnFaso,I was honored to attend the Columbia County Honor a Vet ceremony and recognize the service of Robert and John Shaw. https://t.co/znXOusaJyC
Democrat,RepBera,"It’s Computer Science Education Week! More than are 486,000 computer science jobs are available, but not enough wor… https://t.co/Nkrdk90j7G"
Republican,RepBillShuster,"RT @Transport: #HR4 isn't all about aviation. It also contains the Disaster Recovery Reform Act, which will help our communities be better…"
Republican,RepMoolenaar,Glad to work with @RepJackBergman on this important issue for our country. A new Soo Lock is critical to ensuring o… https://t.co/c2l3Cmq0Ue
Republican,RepBillJohnson,My latest op-ed: How SpaceX embodies the importance of the free market @thehill @JobCreatorsUSA https://t.co/lOLvlf8oJu
Republican,RepAndyBarr,"Thanks to the savings from the #TaxCutsandJobsAct, @Kroger will hire 11,000 employees and invest $500 million in as… https://t.co/8881UJP2UE"
Democrat,jahimes,RT @didacticdude: @jahimes and @RepJerryNadler just said in this Judiciary Hearing everything we've been needing to say for years. Dems nee…
Republican,RobWittman,"RT @HudsonGovRel: On Thursday from 2-3pm, Hudson's @sethcropsey, Director of the Center for American Seapower, sits down with Rep. @RobWitt…"
Democrat,USRepKeating,Proud to stand on steps of the Supreme Court with House &amp; Sen Dems to oppose @POTUS Executive Order on immigration. https://t.co/N9tAvPlo27
Republican,RepDeSantis,I am proud to stand by our friends in #Israel and to follow up on President Trump’s historic recognition of Jerusal… https://t.co/AbMQsQQWWZ
Democrat,USRepRHinojosa,I posted a new photo to Facebook https://t.co/PHHBC0tBHI
Democrat,RepRobinKelly,Joining my colleagues of conscience for #NationalWalkOutDay. #Enough is enough; it’s time to say #NeverAgain and do… https://t.co/Xe7ikoJuqj
Democrat,RepDelBene,"Last year, I hoped we’d have a serious conversation on reforming the tax code in a way that gives every American th… https://t.co/UftsIksxrR"
Democrat,RepBillFoster,The #GOPTaxScam would explode the deficit to $1.5 trillion to give tax cuts to the wealthiest Americans leaving our… https://t.co/nkft6lZUwv
Republican,replouiegohmert,"Always like to update constituents of recent events in Washington, DC! Today I got to speak with a great group in L… https://t.co/WOpRC0Tidx"
Republican,TomRooney,.@SpeakerRyan is both my colleague and my friend. We were lucky to have him as our Speaker and there isn't a doubt… https://t.co/KVbgBJFffX
Republican,Transport,"#OnThisDay 1860, 1st Pony Express riders left MO/CA. The cross-country trip took about 10 days. Pic is original fly… https://t.co/hyVUB8xHr6"
Democrat,RepJerryNadler,RT @RepAdamSchiff: The Senate just took the first bipartisan step towards protecting Mueller’s investigation and the rule of law. When will…
Republican,RepLaHood,"""He is not here, but has risen.""

May you and your families have a blessed #Easter. https://t.co/wtm09Ygvzn"
Democrat,RepCarbajal,.@EPAScottPruitt's decision to roll back #CleanCar standards &amp; undermine CA's ability to set its own standards does… https://t.co/IBW5FsRQyy
Democrat,RepMarcyKaptur,"Coming soon! Recorded a “Plate of the Union” podcast w/ @chefspike, @FPAction’s Monica Mills and @udc_edu’s Sabine… https://t.co/g4P0JuxAMN"
Republican,RepCurbelo,Great to join my colleagues to announce the introduction of @RepMattGaetz’s Medical #Cannabis Research Act. We need… https://t.co/eq87MlIn6k
Democrat,BobbyScott,I was honored to join National Center for the Prevention of Community Violence at the 2018 Gang Prevention Conferen… https://t.co/iDOIB84kD7
Republican,SteveScalise,The U.S. finally followed through on a commitment made decades ago to stand with the Jewish State of Israel and mov… https://t.co/IGxPJHikiu
Republican,PeteSessions,Delighted to have Dr. Kenneth Cooper kick off our conference this morning on combatting childhood obesity. https://t.co/z9suaUUzsO
Democrat,RepBarbaraLee,"RT @USProgressives: Who loves war, spreads anti-Muslim hate, and probably couldn't negotiate a treaty for a schoolyard fight - let alone an…"
Republican,RepHensarling,"Looking forward to speaking with you on @BloombergTV after the @FinancialCmte hearing today. Viewers, tune in aroun… https://t.co/kDzEk0GFOC"
Republican,RepMarkWalker,RT @BCBSNC: HBCU's play an important role in the future of health care! We are proud to be the first NC company to take #HBCU Partnership C…
Democrat,RepJimMcDermott,The American people deserve health security; they deserve better than 56 irresponsible #GOP votes to repeal the #ACA  http://t.co/lmVuNE9CvH
Democrat,NydiaVelazquez,"RT @HouseSBCDems: After serving our country, veterans deserve our support to restart their lives back at home. The SBA’s network of VBOC pr…"
Democrat,RepTimRyan,"RT @RepRoKhanna: After MLK's assassination, Bobby Kennedy called for us to overcome our divisions through understanding, compassion, and lo…"
Republican,RepTomPrice,Wishing you and your loved ones a very Merry Christmas and happy holidays! https://t.co/MWD7kLbpUm
Democrat,RepCharlieCrist,#CongressatyourCompany drops by Mikros – Largo #smallbiz working to keep our sailors and shores safe! https://t.co/CyO8WMMn1M
Democrat,RepCarbajal,Today is the LAST DAY to make your voice heard on the Trump Administration’s plan to allow oil drilling off the Cen… https://t.co/xb84TCKLxM
Republican,RobWittman,We’re still here and going strong. #FY19NDAA https://t.co/ocqUUQKty1
Democrat,RepCummings,In 2018 alone there have been 9 school shootings resulting in injury or death. Thousands of children die each year… https://t.co/URLA1ZEn5f
Democrat,RepFilemonVela,"@POTUS deports ""good hombres"" #Trumps7Traps #Trump7Trampas https://t.co/hpPi6EOr4u"
Republican,RepMimiWalters,RT @PatrickMcHenry: Good rundown from @SpeakerRyan on the work Congress has done to combat sex trafficking here in the US. Looking forward…
Democrat,RepBarragan,Happy Mother’s Day to my amazing mom. She sacrificed so much for me and my brothers &amp; sisters. Her example pushes m… https://t.co/rg1eVPy2c3
Democrat,BobbyScott,RT @HouseDemocrats: No one is falling for this. You ended #DACA in September. You alone abandoned #DREAMers. https://t.co/qFQhIaRlQo
Republican,RepTomGraves,2/ Democrats are holding the entire govt hostage for a completely unrelated issue that doesn't have an immediate de… https://t.co/ChH3SAWelz
Republican,RepTomMacArthur,"So happy and grateful today to share Valentine's Day with the love of my life Debbie, our children and granddaughte… https://t.co/D7ONn5FeoZ"
Republican,RepRichHudson,This year's art competition entries are in &amp; #NC08 students did not disappoint! We need your help picking the Fan F… https://t.co/HKSGzcEmOK
Democrat,GerryConnolly,"Macron says we have to deal with climate change because ""there is no planet B."" The earth is all we have. Listening Donald?"
Democrat,RepTedDeutch,Last week @susanwbrooks and I introduced the Jake Laird Act to continue the momentum behind state laws that give la… https://t.co/PaWJugohZI
Republican,RepAnnWagner,I am honored to have @USNavy LT Michael Martin join me for @POTUS' first State of the Union. He is a #MO02 resident… https://t.co/75TJBr2dej
Republican,DanaRohrabacher,I won't accept pay different than any other fed employee during #Schumershutdown: https://t.co/r0mkfJJJts #nopayforcongress
Republican,amashoffice,"RT @justinamash: As early as Wednesday, the House plans to vote on a trillion-dollar spending bill—stuffed with all sorts of unrelated meas…"
Republican,RepWesterman,Today is the last day of filing taxes under an out-of-date tax code. The recently passed tax cuts simplify returns… https://t.co/xOVJiEIff7
Republican,CongCulberson,Harvey Survivors: FREE legal advice available to you in Houston https://t.co/nVv9p7KDUf #HoustonStrong #TX07
Democrat,RepMarkTakano,Now is the time to pass a bill to reopen the government and address both CHIP and DACA. The votes are there for the… https://t.co/7m1FhxAsGs
Republican,HouseAgNews,RT @RepMikeRogersAL: #2018FarmBill #Ag #AL03 https://t.co/i5lPZS5mzv
Democrat,RepBonamici,Efforts to add a citizenship question to the #2020census will suppress participation &amp; will result in inaccurate da… https://t.co/Z383akZhkt
Democrat,daveloebsack,Loebsack Statement on House Passage of Republicans’ Healthcare Repeal Bill https://t.co/a4f5zWUQR4
Republican,RepRichHudson,"For @SouthernGraceNC, they’ve already been able to expand their tasting room and gift shop because of the… https://t.co/LDoauaopbT"
Democrat,DonaldNorcross,"Congrats @sixers!

Guess the training in #Camden #NJ is paying off!
https://t.co/Umc2qBU2LP https://t.co/CGN5jrt4Kc"
Democrat,RepJoeKennedy,"RT @browardpolitics: ""Our children wake up every morning where nearly 100 lives will be lost to guns by the time they go to bed,"" @RepJoeKe…"
Republican,RepComstock,This week we honor our law enforcement community for #NationalPoliceWeek. I have cosponsored the Protect and Serve… https://t.co/dUkJEV1u4k
Republican,RepFredUpton,We’ve made progress in funding critical opioid prevention and treatment programs as well as assisting law enforceme… https://t.co/So6mEN018p
Democrat,RepTedLieu,Govt officials should carry out their duties in a manner that avoids conflicts of interests. Together w/… https://t.co/KtPyK0gAt3
Republican,DrNealDunnFL2,I enjoyed meeting with Talquin Electric Youth Tour Representatives in Tallahassee this week and learning about the… https://t.co/xnjmIlOeMa
Republican,RepMcKinley,We're live with @EPAScottPruitt in @HouseCommerce. Click the link to tune in. https://t.co/pZTEEFHUWO
Republican,RepTomGarrett,COMING UP at 7:15 p.m. @joethomaswchv moderates our sixth #VA05 Town Hall Meeting of 2018. Listen live on @WCHVNEWS… https://t.co/IPmrf618Dk
Republican,GOPoversight,Great article previewing this morning's hearing on government-wide challenges identified by the inspector general c… https://t.co/cFGx2XC8Pb
Republican,repdonyoung,Ermalee Hickel was a true gift to the state she helped build; she was an AKn through and through &amp; I’m honored to have called her a friend.
Republican,RepHartzler,This morning it was an honor to hear Secretary of @DeptofDefense Mattis and @thejointstaff chairman General Dunford… https://t.co/npAYwmB69L
Republican,RepFrenchHill,Congressman Hill was traveling on the train to the GOP retreat. He has reported that he is safe and secure and has… https://t.co/OvZZu5cXcM
Democrat,RepLindaSanchez,"So excited to participate in today's Take Your Daughter to Congress Day! Dalilah, a smart young girl from Maryland,… https://t.co/Wej3aY562j"
Democrat,RepGwenMoore,"As @realDonaldTrump tours his wall prototypes today, he would do well to heed the words of President Ronald Reagan:… https://t.co/Ktn8Sbxkv9"
Democrat,RepSeanMaloney,I’m  hand-delivering more than 200 letters from #HudsonValley students to Speaker Ryan. These young folks have got… https://t.co/okVMk7Vxbw
Republican,RepLouBarletta,My Treating Barriers to Prosperity Act will help recover the lost potential for economic growth in communities batt… https://t.co/121Cw2v8gX
Republican,RepTomRice,Unbelievable. This is money that will help families put food on the table. https://t.co/B4TmTI27KY
Democrat,USRepKeating,"#ThxBirthControl for letting women decide if, when and under what circumstances they make 1 of the most important decisions of their lives"
Republican,RepErikPaulsen,RT @SteveScalise: Hard to believe it’s been almost a year since the attack on the Congressional Baseball Game practice. As we honor #Police…
Republican,farenthold,A new tax reform plan will allow you to keep more of your money in your pocket. Find out more -&gt; https://t.co/Cz6UAqbmZY
Democrat,DWStweets,"RT @CenterOnBudget: The #GOPTaxPlan gets worse every single year -- yes, even in 2019. Millions of households making less than $200k per ye…"
Democrat,RepBillFoster,".@SpeakerRyan may be getting ready to leave Congress, but first he has plans to attack Medicare. His “balanced budg… https://t.co/7OyFlAgcL0"
Democrat,RepMaxineWaters,"RT @CNNPolitics: Waters defends her ""take Trump out"" comment: ""The only harm I may be doing to the President is I want him impeached"" https…"
Democrat,nikiinthehouse,"Enjoyed meeting with Bonnie Carroll @Bonnie_at_TAPS , Salma Seraj, and Erin Jacobson from @TAPSorg yesterday aftern… https://t.co/IHJRTfr9me"
Democrat,RepSinema,RT @SharedHope: Thank you #Arizona legislators for working to pass #FOSTA #SESTA @SenJohnMcCain @JeffFlake @RepSinema https://t.co/hz6TRXKE…
Republican,USRepLong,Only because it’s his birthday 🎂 I went &amp; spoke to Mr. Smith’s Environmental Science class at @WCHSCARDINALS in Web… https://t.co/aUlYCOmVWg
Democrat,RepCummings,RT @OversightDems: @RepCummings @RepLynch .@RepCummings @RepLynch to Chairman Gowdy: Issue subpoenas to compel the WH/HHS to finally produc…
Republican,repgregwalden,"GOOD NEWS: U.S. economy added 200,000 jobs in January &amp; wages rose at the fastest pace in more than eight years. ‘R… https://t.co/zGnCN0wt88"
